"SystemCodeNumber","Timestamp","Occupancy","Capacity","t","occupancy_rate","price","price_change_factor","pricing_model","time","diff"
"Broad Street","2016-10-04 13:02:00","660","690","2016-10-04T13:02:00.000000000","0.9565217391304348","20.0","0.04782608695652174","Model1_Baseline","1751867902588","1"
"Others-CCCPS8","2016-10-04 12:29:00","836","1322","2016-10-04T12:29:00.000000000","0.632375189107413","20.0","0.03161875945537065","Model1_Baseline","1751867902588","1"
"Others-CCCPS202","2016-10-04 12:29:00","1397","2937","2016-10-04T12:29:00.000000000","0.4756554307116105","20.0","0.023782771535580526","Model1_Baseline","1751867902588","1"
"Others-CCCPS105a","2016-10-04 12:29:00","1484","2009","2016-10-04T12:29:00.000000000","0.7386759581881533","20.0","0.03693379790940767","Model1_Baseline","1751867902588","1"
"Shopping","2016-10-04 13:02:00","1448","1920","2016-10-04T13:02:00.000000000","0.7541666666666667","20.0","0.03770833333333334","Model1_Baseline","1751867902588","1"
"Others-CCCPS135a","2016-10-04 13:29:00","3184","3883","2016-10-04T13:29:00.000000000","0.8199845480298739","20.0","0.0409992274014937","Model1_Baseline","1751867902588","1"
"Others-CCCPS135a","2016-10-04 13:02:00","3232","3883","2016-10-04T13:02:00.000000000","0.8323461241308266","20.0","0.04161730620654133","Model1_Baseline","1751867902588","1"
"Others-CCCPS202","2016-10-04 13:29:00","1360","2937","2016-10-04T13:29:00.000000000","0.4630575417092271","20.0","0.023152877085461356","Model1_Baseline","1751867902588","1"
"BHMNCPHST01","2016-10-04 12:29:00","779","1200","2016-10-04T12:29:00.000000000","0.6491666666666667","20.0","0.03245833333333333","Model1_Baseline","1751867902588","1"
"Shopping","2016-10-04 13:29:00","1432","1920","2016-10-04T13:29:00.000000000","0.7458333333333333","20.0","0.03729166666666667","Model1_Baseline","1751867902588","1"
"BHMNCPHST01","2016-10-04 13:02:00","773","1200","2016-10-04T13:02:00.000000000","0.6441666666666667","20.0","0.03220833333333333","Model1_Baseline","1751867902588","1"
"Others-CCCPS135a","2016-10-04 12:29:00","3251","3883","2016-10-04T12:29:00.000000000","0.8372392480041205","20.0","0.04186196240020603","Model1_Baseline","1751867902588","1"
"Others-CCCPS119a","2016-10-04 12:29:00","604","2803","2016-10-04T12:29:00.000000000","0.21548341063146628","20.0","0.010774170531573314","Model1_Baseline","1751867902588","1"
"Others-CCCPS98","2016-10-04 13:02:00","1288","3103","2016-10-04T13:02:00.000000000","0.41508217853689977","20.0","0.02075410892684499","Model1_Baseline","1751867902588","1"
"Shopping","2016-10-04 11:59:00","1447","1920","2016-10-04T11:59:00.000000000","0.7536458333333333","20.0","0.03768229166666667","Model1_Baseline","1751867902588","1"
"BHMBCCMKT01","2016-10-04 12:29:00","266","577","2016-10-04T12:29:00.000000000","0.4610051993067591","20.0","0.023050259965337955","Model1_Baseline","1751867902588","1"
"BHMMBMMBX01","2016-10-04 13:29:00","648","687","2016-10-04T13:29:00.000000000","0.9432314410480349","20.0","0.04716157205240175","Model1_Baseline","1751867902588","1"
"Others-CCCPS119a","2016-10-04 13:29:00","581","2803","2016-10-04T13:29:00.000000000","0.20727791651801641","20.0","0.010363895825900821","Model1_Baseline","1751867902588","1"
"BHMBCCMKT01","2016-10-04 13:02:00","269","577","2016-10-04T13:02:00.000000000","0.4662045060658579","20.0","0.023310225303292895","Model1_Baseline","1751867902588","1"
"Others-CCCPS119a","2016-10-04 14:57:00","529","2803","2016-10-04T14:57:00.000000000","0.18872636460934714","20.0","0.009436318230467358","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-04 16:04:00","1175","2009","2016-10-04T16:04:00.000000000","0.584868093578895","20.0","0.02924340467894475","Model1_Baseline","1751867903732","1"
"BHMNCPNST01","2016-10-04 15:30:00","338","485","2016-10-04T15:30:00.000000000","0.6969072164948453","20.0","0.034845360824742266","Model1_Baseline","1751867903732","1"
"BHMMBMMBX01","2016-10-04 14:57:00","593","687","2016-10-04T14:57:00.000000000","0.8631732168850073","20.0","0.043158660844250366","Model1_Baseline","1751867903732","1"
"Others-CCCPS135a","2016-10-04 14:29:00","3113","3883","2016-10-04T14:29:00.000000000","0.8016997167138811","20.0","0.04008498583569406","Model1_Baseline","1751867903732","1"
"Others-CCCPS98","2016-10-04 16:04:00","1019","3103","2016-10-04T16:04:00.000000000","0.32839187882694165","20.0","0.016419593941347083","Model1_Baseline","1751867903732","1"
"Others-CCCPS202","2016-10-04 16:04:00","1121","2937","2016-10-04T16:04:00.000000000","0.38168198842356144","20.0","0.019084099421178072","Model1_Baseline","1751867903732","1"
"Others-CCCPS202","2016-10-04 14:57:00","1267","2937","2016-10-04T14:57:00.000000000","0.4313925774599932","20.0","0.021569628872999663","Model1_Baseline","1751867903732","1"
"Others-CCCPS119a","2016-10-04 16:31:00","406","2803","2016-10-04T16:31:00.000000000","0.1448448091330717","20.0","0.007242240456653586","Model1_Baseline","1751867903732","1"
"BHMBCCMKT01","2016-10-04 14:29:00","215","577","2016-10-04T14:29:00.000000000","0.37261698440207974","20.0","0.01863084922010399","Model1_Baseline","1751867903732","1"
"BHMMBMMBX01","2016-10-04 16:04:00","511","687","2016-10-04T16:04:00.000000000","0.7438136826783115","20.0","0.037190684133915575","Model1_Baseline","1751867903732","1"
"Shopping","2016-10-04 14:29:00","1429","1920","2016-10-04T14:29:00.000000000","0.7442708333333333","20.0","0.03721354166666667","Model1_Baseline","1751867903732","1"
"BHMBCCMKT01","2016-10-04 14:57:00","192","577","2016-10-04T14:57:00.000000000","0.3327556325823224","20.0","0.01663778162911612","Model1_Baseline","1751867903732","1"
"BHMNCPHST01","2016-10-04 14:29:00","760","1200","2016-10-04T14:29:00.000000000","0.6333333333333333","20.0","0.03166666666666667","Model1_Baseline","1751867903732","1"
"BHMEURBRD01","2016-10-04 16:04:00","376","470","2016-10-04T16:04:00.000000000","0.8","20.0","0.04000000000000001","Model1_Baseline","1751867903732","1"
"Broad Street","2016-10-04 14:57:00","606","690","2016-10-04T14:57:00.000000000","0.8782608695652174","20.0","0.043913043478260874","Model1_Baseline","1751867903732","1"
"BHMNCPNST01","2016-10-04 14:57:00","354","485","2016-10-04T14:57:00.000000000","0.7298969072164948","20.0","0.03649484536082474","Model1_Baseline","1751867903732","1"
"Broad Street","2016-10-04 14:29:00","621","690","2016-10-04T14:29:00.000000000","0.9","20.0","0.045000000000000005","Model1_Baseline","1751867903732","1"
"Others-CCCPS8","2016-10-04 15:30:00","716","1322","2016-10-04T15:30:00.000000000","0.5416036308623298","20.0","0.02708018154311649","Model1_Baseline","1751867903732","1"
"Others-CCCPS98","2016-10-04 14:57:00","1169","3103","2016-10-04T14:57:00.000000000","0.37673219465033836","20.0","0.01883660973251692","Model1_Baseline","1751867903732","1"
"Others-CCCPS135a","2016-10-04 15:30:00","2839","3883","2016-10-04T15:30:00.000000000","0.731135719804275","20.0","0.03655678599021375","Model1_Baseline","1751867903732","1"
"BHMEURBRD01","2016-10-04 14:02:00","446","470","2016-10-04T14:02:00.000000000","0.948936170212766","20.0","0.0474468085106383","Model1_Baseline","1751867903732","1"
"BHMBCCMKT01","2016-10-04 15:30:00","165","577","2016-10-04T15:30:00.000000000","0.28596187175043325","20.0","0.014298093587521663","Model1_Baseline","1751867903732","1"
"BHMMBMMBX01","2016-10-04 14:02:00","637","687","2016-10-04T14:02:00.000000000","0.9272197962154294","20.0","0.04636098981077147","Model1_Baseline","1751867903732","1"
"Others-CCCPS8","2016-10-04 14:57:00","753","1322","2016-10-04T14:57:00.000000000","0.5695915279878971","20.0","0.028479576399394857","Model1_Baseline","1751867903732","1"
"BHMNCPHST01","2016-10-04 15:30:00","678","1200","2016-10-04T15:30:00.000000000","0.565","20.0","0.028249999999999997","Model1_Baseline","1751867903732","1"
"Shopping","2016-10-04 16:04:00","1218","1920","2016-10-04T16:04:00.000000000","0.634375","20.0","0.031718750000000004","Model1_Baseline","1751867903732","1"
"Others-CCCPS8","2016-10-04 14:02:00","815","1322","2016-10-04T14:02:00.000000000","0.6164901664145235","20.0","0.030824508320726175","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-04 14:29:00","1420","2009","2016-10-04T14:29:00.000000000","0.7068193130910901","20.0","0.03534096565455451","Model1_Baseline","1751867903732","1"
"BHMBCCTHL01","2016-10-04 14:02:00","332","387","2016-10-04T14:02:00.000000000","0.8578811369509044","20.0","0.04289405684754522","Model1_Baseline","1751867903732","1"
"Others-CCCPS98","2016-10-04 15:30:00","1127","3103","2016-10-04T15:30:00.000000000","0.3631969062197873","20.0","0.018159845310989364","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-04 14:02:00","1452","2009","2016-10-04T14:02:00.000000000","0.7227476356396217","20.0","0.03613738178198109","Model1_Baseline","1751867903732","1"
"BHMBCCTHL01","2016-10-04 16:31:00","245","387","2016-10-04T16:31:00.000000000","0.6330749354005168","20.0","0.031653746770025845","Model1_Baseline","1751867903732","1"
"Broad Street","2016-10-04 16:31:00","466","690","2016-10-04T16:31:00.000000000","0.6753623188405797","20.0","0.03376811594202899","Model1_Baseline","1751867903732","1"
"BHMNCPNST01","2016-10-04 14:02:00","381","485","2016-10-04T14:02:00.000000000","0.7855670103092783","20.0","0.03927835051546392","Model1_Baseline","1751867903732","1"
"Others-CCCPS8","2016-10-04 14:29:00","793","1322","2016-10-04T14:29:00.000000000","0.5998487140695915","20.0","0.029992435703479578","Model1_Baseline","1751867903732","1"
"BHMNCPHST01","2016-10-04 16:04:00","648","1200","2016-10-04T16:04:00.000000000","0.54","20.0","0.027000000000000003","Model1_Baseline","1751867903732","1"
"Others-CCCPS202","2016-10-04 15:30:00","1213","2937","2016-10-04T15:30:00.000000000","0.41300646918624445","20.0","0.020650323459312225","Model1_Baseline","1751867903732","1"
"Others-CCCPS119a","2016-10-04 14:29:00","560","2803","2016-10-04T14:29:00.000000000","0.19978594363182306","20.0","0.009989297181591153","Model1_Baseline","1751867903732","1"
"Others-CCCPS98","2016-10-04 14:02:00","1262","3103","2016-10-04T14:02:00.000000000","0.40670319046084435","20.0","0.02033515952304222","Model1_Baseline","1751867903732","1"
"Shopping","2016-10-04 16:31:00","1075","1920","2016-10-04T16:31:00.000000000","0.5598958333333334","20.0","0.02799479166666667","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-04 15:30:00","1288","2009","2016-10-04T15:30:00.000000000","0.6411149825783972","20.0","0.03205574912891986","Model1_Baseline","1751867903732","1"
"Others-CCCPS135a","2016-10-04 14:57:00","3011","3883","2016-10-04T14:57:00.000000000","0.7754313674993562","20.0","0.03877156837496781","Model1_Baseline","1751867903732","1"
"BHMNCPHST01","2016-10-04 14:02:00","757","1200","2016-10-04T14:02:00.000000000","0.6308333333333334","20.0","0.03154166666666667","Model1_Baseline","1751867903732","1"
"Others-CCCPS98","2016-10-04 14:29:00","1238","3103","2016-10-04T14:29:00.000000000","0.39896873992910087","20.0","0.019948436996455043","Model1_Baseline","1751867903732","1"
"BHMBCCTHL01","2016-10-04 15:30:00","294","387","2016-10-04T15:30:00.000000000","0.7596899224806202","20.0","0.037984496124031014","Model1_Baseline","1751867903732","1"
"BHMBCCTHL01","2016-10-04 16:04:00","270","387","2016-10-04T16:04:00.000000000","0.6976744186046512","20.0","0.03488372093023256","Model1_Baseline","1751867903732","1"
"Shopping","2016-10-04 14:02:00","1430","1920","2016-10-04T14:02:00.000000000","0.7447916666666666","20.0","0.03723958333333333","Model1_Baseline","1751867903732","1"
"Others-CCCPS202","2016-10-04 14:29:00","1318","2937","2016-10-04T14:29:00.000000000","0.44875723527408923","20.0","0.022437861763704464","Model1_Baseline","1751867903732","1"
"Others-CCCPS8","2016-10-04 16:04:00","664","1322","2016-10-04T16:04:00.000000000","0.5022692889561271","20.0","0.025113464447806357","Model1_Baseline","1751867903732","1"
"Broad Street","2016-10-04 16:04:00","534","690","2016-10-04T16:04:00.000000000","0.7739130434782608","20.0","0.03869565217391305","Model1_Baseline","1751867903732","1"
"BHMMBMMBX01","2016-10-04 14:29:00","627","687","2016-10-04T14:29:00.000000000","0.9126637554585153","20.0","0.04563318777292577","Model1_Baseline","1751867903732","1"
"BHMNCPHST01","2016-10-04 14:57:00","727","1200","2016-10-04T14:57:00.000000000","0.6058333333333333","20.0","0.030291666666666668","Model1_Baseline","1751867903732","1"
"BHMBCCTHL01","2016-10-04 14:29:00","322","387","2016-10-04T14:29:00.000000000","0.8320413436692506","20.0","0.041602067183462536","Model1_Baseline","1751867903732","1"
"BHMEURBRD01","2016-10-04 15:30:00","411","470","2016-10-04T15:30:00.000000000","0.874468085106383","20.0","0.04372340425531915","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-04 16:31:00","1089","2009","2016-10-04T16:31:00.000000000","0.5420607267297163","20.0","0.027103036336485815","Model1_Baseline","1751867903732","1"
"BHMNCPNST01","2016-10-04 16:04:00","317","485","2016-10-04T16:04:00.000000000","0.6536082474226804","20.0","0.032680412371134025","Model1_Baseline","1751867903732","1"
"BHMBCCMKT01","2016-10-04 16:31:00","143","577","2016-10-04T16:31:00.000000000","0.24783362218370883","20.0","0.012391681109185442","Model1_Baseline","1751867903732","1"
"BHMMBMMBX01","2016-10-04 15:30:00","572","687","2016-10-04T15:30:00.000000000","0.8326055312954876","20.0","0.04163027656477439","Model1_Baseline","1751867903732","1"
"BHMBCCTHL01","2016-10-04 14:57:00","307","387","2016-10-04T14:57:00.000000000","0.7932816537467701","20.0","0.03966408268733851","Model1_Baseline","1751867903732","1"
"Others-CCCPS135a","2016-10-04 16:04:00","2656","3883","2016-10-04T16:04:00.000000000","0.6840072109193922","20.0","0.03420036054596961","Model1_Baseline","1751867903732","1"
"BHMNCPNST01","2016-10-04 14:29:00","373","485","2016-10-04T14:29:00.000000000","0.7690721649484537","20.0","0.03845360824742269","Model1_Baseline","1751867903732","1"
"Shopping","2016-10-04 14:57:00","1381","1920","2016-10-04T14:57:00.000000000","0.7192708333333333","20.0","0.03596354166666667","Model1_Baseline","1751867903732","1"
"BHMBCCMKT01","2016-10-04 14:02:00","238","577","2016-10-04T14:02:00.000000000","0.4124783362218371","20.0","0.020623916811091856","Model1_Baseline","1751867903732","1"
"BHMBCCMKT01","2016-10-04 16:04:00","162","577","2016-10-04T16:04:00.000000000","0.2807625649913345","20.0","0.014038128249566725","Model1_Baseline","1751867903732","1"
"Others-CCCPS135a","2016-10-04 16:31:00","2359","3883","2016-10-04T16:31:00.000000000","0.6075199587947463","20.0","0.030375997939737318","Model1_Baseline","1751867903732","1"
"BHMEURBRD01","2016-10-04 14:57:00","426","470","2016-10-04T14:57:00.000000000","0.9063829787234042","20.0","0.045319148936170214","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-04 14:57:00","1346","2009","2016-10-04T14:57:00.000000000","0.6699850671976108","20.0","0.03349925335988054","Model1_Baseline","1751867903732","1"
"Broad Street","2016-10-04 14:02:00","639","690","2016-10-04T14:02:00.000000000","0.9260869565217391","20.0","0.04630434782608696","Model1_Baseline","1751867903732","1"
"Others-CCCPS98","2016-10-04 16:31:00","936","3103","2016-10-04T16:31:00.000000000","0.30164357073799547","20.0","0.015082178536899775","Model1_Baseline","1751867903732","1"
"Others-CCCPS135a","2016-10-04 14:02:00","3145","3883","2016-10-04T14:02:00.000000000","0.8099407674478496","20.0","0.040497038372392484","Model1_Baseline","1751867903732","1"
"BHMEURBRD01","2016-10-04 14:29:00","433","470","2016-10-04T14:29:00.000000000","0.9212765957446809","20.0","0.04606382978723405","Model1_Baseline","1751867903732","1"
"Others-CCCPS119a","2016-10-04 15:30:00","511","2803","2016-10-04T15:30:00.000000000","0.18230467356403854","20.0","0.009115233678201927","Model1_Baseline","1751867903732","1"
"Broad Street","2016-10-04 15:30:00","581","690","2016-10-04T15:30:00.000000000","0.8420289855072464","20.0","0.04210144927536232","Model1_Baseline","1751867903732","1"
"Others-CCCPS202","2016-10-04 16:31:00","1015","2937","2016-10-04T16:31:00.000000000","0.3455907388491658","20.0","0.01727953694245829","Model1_Baseline","1751867903732","1"
"Others-CCCPS202","2016-10-04 14:02:00","1352","2937","2016-10-04T14:02:00.000000000","0.4603336738168199","20.0","0.023016683690840995","Model1_Baseline","1751867903732","1"
"Others-CCCPS8","2016-10-04 16:31:00","618","1322","2016-10-04T16:31:00.000000000","0.46747352496217853","20.0","0.02337367624810893","Model1_Baseline","1751867903732","1"
"Shopping","2016-10-04 15:30:00","1300","1920","2016-10-04T15:30:00.000000000","0.6770833333333334","20.0","0.03385416666666667","Model1_Baseline","1751867903732","1"
"Others-CCCPS119a","2016-10-04 16:04:00","461","2803","2016-10-04T16:04:00.000000000","0.16446664288262575","20.0","0.008223332144131288","Model1_Baseline","1751867903732","1"
"Others-CCCPS105a","2016-10-05 10:30:00","1339","2009","2016-10-05T10:30:00.000000000","0.6665007466401195","20.0","0.03332503733200597","Model1_Baseline","1751867904994","1"
"Shopping","2016-10-05 09:30:00","1138","1920","2016-10-05T09:30:00.000000000","0.5927083333333333","20.0","0.029635416666666664","Model1_Baseline","1751867904994","1"
"BHMMBMMBX01","2016-10-04 16:31:00","471","687","2016-10-04T16:31:00.000000000","0.6855895196506551","20.0","0.03427947598253275","Model1_Baseline","1751867904994","1"
"BHMNCPHST01","2016-10-04 16:31:00","565","1200","2016-10-04T16:31:00.000000000","0.4708333333333333","20.0","0.02354166666666667","Model1_Baseline","1751867904994","1"
"Broad Street","2016-10-05 08:30:00","294","690","2016-10-05T08:30:00.000000000","0.4260869565217391","20.0","0.021304347826086957","Model1_Baseline","1751867904994","1"
"BHMMBMMBX01","2016-10-05 07:57:00","282","687","2016-10-05T07:57:00.000000000","0.4104803493449782","20.0","0.020524017467248912","Model1_Baseline","1751867904994","1"
"Others-CCCPS8","2016-10-05 10:30:00","761","1322","2016-10-05T10:30:00.000000000","0.575642965204236","20.0","0.0287821482602118","Model1_Baseline","1751867904994","1"
"BHMNCPNST01","2016-10-05 08:30:00","273","485","2016-10-05T08:30:00.000000000","0.5628865979381443","20.0","0.028144329896907218","Model1_Baseline","1751867904994","1"
"Others-CCCPS135a","2016-10-05 08:30:00","1599","3883","2016-10-05T08:30:00.000000000","0.41179500386299256","20.0","0.02058975019314963","Model1_Baseline","1751867904994","1"
"BHMMBMMBX01","2016-10-05 09:30:00","464","687","2016-10-05T09:30:00.000000000","0.6754002911208151","20.0","0.033770014556040756","Model1_Baseline","1751867904994","1"
"BHMBCCTHL01","2016-10-05 10:04:00","310","387","2016-10-05T10:04:00.000000000","0.8010335917312662","20.0","0.04005167958656331","Model1_Baseline","1751867904994","1"
"Others-CCCPS8","2016-10-05 09:30:00","626","1322","2016-10-05T09:30:00.000000000","0.4735249621785174","20.0","0.023676248108925872","Model1_Baseline","1751867904994","1"
"BHMEURBRD01","2016-10-05 10:30:00","404","470","2016-10-05T10:30:00.000000000","0.8595744680851064","20.0","0.04297872340425532","Model1_Baseline","1751867904994","1"
"Others-CCCPS119a","2016-10-05 07:57:00","246","2803","2016-10-05T07:57:00.000000000","0.08776311095255084","20.0","0.004388155547627542","Model1_Baseline","1751867904994","1"
"BHMBCCMKT01","2016-10-05 10:30:00","128","577","2016-10-05T10:30:00.000000000","0.2218370883882149","20.0","0.011091854419410746","Model1_Baseline","1751867904994","1"
"BHMNCPHST01","2016-10-05 09:04:00","470","1200","2016-10-05T09:04:00.000000000","0.39166666666666666","20.0","0.019583333333333335","Model1_Baseline","1751867904994","1"
"Others-CCCPS8","2016-10-05 10:04:00","710","1322","2016-10-05T10:04:00.000000000","0.5370650529500757","20.0","0.026853252647503784","Model1_Baseline","1751867904994","1"
"BHMMBMMBX01","2016-10-05 08:30:00","330","687","2016-10-05T08:30:00.000000000","0.48034934497816595","20.0","0.024017467248908297","Model1_Baseline","1751867904994","1"
"Others-CCCPS202","2016-10-05 10:30:00","1288","2937","2016-10-05T10:30:00.000000000","0.43854273067756216","20.0","0.021927136533878108","Model1_Baseline","1751867904994","1"
"BHMNCPNST01","2016-10-05 09:30:00","317","485","2016-10-05T09:30:00.000000000","0.6536082474226804","20.0","0.032680412371134025","Model1_Baseline","1751867904994","1"
"BHMEURBRD01","2016-10-05 09:30:00","347","470","2016-10-05T09:30:00.000000000","0.7382978723404255","20.0","0.03691489361702128","Model1_Baseline","1751867904994","1"
"Others-CCCPS105a","2016-10-05 08:30:00","817","2009","2016-10-05T08:30:00.000000000","0.4066699850671976","20.0","0.02033349925335988","Model1_Baseline","1751867904994","1"
"Others-CCCPS105a","2016-10-05 09:04:00","949","2009","2016-10-05T09:04:00.000000000","0.4723743155798905","20.0","0.023618715778994527","Model1_Baseline","1751867904994","1"
"Broad Street","2016-10-05 10:30:00","598","690","2016-10-05T10:30:00.000000000","0.8666666666666667","20.0","0.043333333333333335","Model1_Baseline","1751867904994","1"
"BHMBCCMKT01","2016-10-05 07:57:00","54","577","2016-10-05T07:57:00.000000000","0.09358752166377816","20.0","0.004679376083188909","Model1_Baseline","1751867904994","1"
"Others-CCCPS98","2016-10-05 09:30:00","1003","3103","2016-10-05T09:30:00.000000000","0.323235578472446","20.0","0.016161778923622302","Model1_Baseline","1751867904994","1"
"Shopping","2016-10-05 10:30:00","1379","1920","2016-10-05T10:30:00.000000000","0.7182291666666667","20.0","0.03591145833333333","Model1_Baseline","1751867904994","1"
"BHMEURBRD01","2016-10-05 10:04:00","383","470","2016-10-05T10:04:00.000000000","0.8148936170212766","20.0","0.040744680851063836","Model1_Baseline","1751867904994","1"
"Others-CCCPS105a","2016-10-05 09:30:00","1090","2009","2016-10-05T09:30:00.000000000","0.5425584868093579","20.0","0.027127924340467898","Model1_Baseline","1751867904994","1"
"Others-CCCPS98","2016-10-05 10:04:00","1112","3103","2016-10-05T10:04:00.000000000","0.35836287463744765","20.0","0.017918143731872383","Model1_Baseline","1751867904994","1"
"BHMEURBRD01","2016-10-05 07:57:00","127","470","2016-10-05T07:57:00.000000000","0.2702127659574468","20.0","0.013510638297872342","Model1_Baseline","1751867904994","1"
"Others-CCCPS98","2016-10-05 09:04:00","896","3103","2016-10-05T09:04:00.000000000","0.2887528198517564","20.0","0.014437640992587819","Model1_Baseline","1751867904994","1"
"BHMEURBRD01","2016-10-04 16:31:00","325","470","2016-10-04T16:31:00.000000000","0.6914893617021277","20.0","0.034574468085106384","Model1_Baseline","1751867904994","1"
"Others-CCCPS202","2016-10-05 08:30:00","736","2937","2016-10-05T08:30:00.000000000","0.25059584610146407","20.0","0.012529792305073204","Model1_Baseline","1751867904994","1"
"Others-CCCPS119a","2016-10-05 09:30:00","478","2803","2016-10-05T09:30:00.000000000","0.1705315733143061","20.0","0.008526578665715306","Model1_Baseline","1751867904994","1"
"BHMBCCTHL01","2016-10-05 07:57:00","146","387","2016-10-05T07:57:00.000000000","0.3772609819121447","20.0","0.018863049095607237","Model1_Baseline","1751867904994","1"
"BHMNCPHST01","2016-10-05 10:04:00","699","1200","2016-10-05T10:04:00.000000000","0.5825","20.0","0.029125","Model1_Baseline","1751867904994","1"
"Others-CCCPS135a","2016-10-05 09:30:00","2552","3883","2016-10-05T09:30:00.000000000","0.6572237960339944","20.0","0.03286118980169972","Model1_Baseline","1751867904994","1"
"BHMNCPNST01","2016-10-05 09:04:00","293","485","2016-10-05T09:04:00.000000000","0.6041237113402061","20.0","0.03020618556701031","Model1_Baseline","1751867904994","1"
"Broad Street","2016-10-05 07:57:00","180","690","2016-10-05T07:57:00.000000000","0.2608695652173913","20.0","0.013043478260869566","Model1_Baseline","1751867904994","1"
"BHMBCCMKT01","2016-10-05 09:04:00","71","577","2016-10-05T09:04:00.000000000","0.12305025996533796","20.0","0.006152512998266899","Model1_Baseline","1751867904994","1"
"Others-CCCPS98","2016-10-05 10:30:00","1182","3103","2016-10-05T10:30:00.000000000","0.3809216886883661","20.0","0.019046084434418308","Model1_Baseline","1751867904994","1"
"BHMNCPNST01","2016-10-05 10:04:00","339","485","2016-10-05T10:04:00.000000000","0.6989690721649484","20.0","0.03494845360824742","Model1_Baseline","1751867904994","1"
"BHMNCPHST01","2016-10-05 08:30:00","333","1200","2016-10-05T08:30:00.000000000","0.2775","20.0","0.013875000000000002","Model1_Baseline","1751867904994","1"
"Others-CCCPS105a","2016-10-05 07:57:00","735","2009","2016-10-05T07:57:00.000000000","0.36585365853658536","20.0","0.018292682926829267","Model1_Baseline","1751867904994","1"
"Others-CCCPS202","2016-10-05 09:30:00","1083","2937","2016-10-05T09:30:00.000000000","0.3687436159346272","20.0","0.01843718079673136","Model1_Baseline","1751867904994","1"
"Shopping","2016-10-05 09:04:00","975","1920","2016-10-05T09:04:00.000000000","0.5078125","20.0","0.025390625","Model1_Baseline","1751867904994","1"
"Others-CCCPS202","2016-10-05 09:04:00","928","2937","2016-10-05T09:04:00.000000000","0.3159686755192373","20.0","0.015798433775961865","Model1_Baseline","1751867904994","1"
"Others-CCCPS119a","2016-10-05 10:04:00","547","2803","2016-10-05T10:04:00.000000000","0.19514805565465573","20.0","0.009757402782732787","Model1_Baseline","1751867904994","1"
"BHMEURBRD01","2016-10-05 08:30:00","201","470","2016-10-05T08:30:00.000000000","0.4276595744680851","20.0","0.021382978723404257","Model1_Baseline","1751867904994","1"
"BHMNCPNST01","2016-10-05 10:30:00","355","485","2016-10-05T10:30:00.000000000","0.7319587628865979","20.0","0.0365979381443299","Model1_Baseline","1751867904994","1"
"Shopping","2016-10-05 07:57:00","602","1920","2016-10-05T07:57:00.000000000","0.31354166666666666","20.0","0.015677083333333335","Model1_Baseline","1751867904994","1"
"Others-CCCPS8","2016-10-05 08:30:00","487","1322","2016-10-05T08:30:00.000000000","0.36838124054462934","20.0","0.018419062027231467","Model1_Baseline","1751867904994","1"
